ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2020-03-04,15.73132128077511,14.136993744294442,17.73871686441824,15.73132128077511,15.73132128077511,0.20250838661084508,0.20250838661084508,0.20250838661084508,-0.22935210179153945,-0.22935210179153945,-0.22935210179153945,0.43186048840238445,0.43186048840238445,0.43186048840238445,0.0,0.0,0.0,15.933829667385954
2020-03-05,15.683651499516275,14.022860284671854,17.58705825736876,15.683651499516275,15.683651499516275,0.15021780621251216,0.15021780621251216,0.15021780621251216,-0.218736647590937,-0.218736647590937,-0.218736647590937,0.36895445380344905,0.36895445380344905,0.36895445380344905,0.0,0.0,0.0,15.833869305728786
2020-03-06,15.635981718257439,13.886706776929763,17.45208933564894,15.635981718257439,15.635981718257439,0.12346448861712445,0.12346448861712445,0.12346448861712445,-0.18066258325799053,-0.18066258325799053,-0.18066258325799053,0.304127071875115,0.304127071875115,0.304127071875115,0.0,0.0,0.0,15.759446206874562
2020-03-09,15.49297237448092,13.587892627932968,17.215982899173657,15.49297237448092,15.49297237448092,-0.09886874433777412,-0.09886874433777412,-0.09886874433777412,-0.20123602232180796,-0.20123602232180796,-0.20123602232180796,0.1023672779840338,0.1023672779840338,0.1023672779840338,0.0,0.0,0.0,15.394103630143144
2020-03-10,15.445302593222072,13.524304504369022,17.015305938292283,15.445302593222072,15.445302593222072,-0.13894865567832734,-0.13894865567832734,-0.13894865567832734,-0.17314662172254883,-0.17314662172254883,-0.17314662172254883,0.034197966044221484,0.034197966044221484,0.034197966044221484,0.0,0.0,0.0,15.306353937543745
2020-03-11,15.397632811963225,13.464958635817379,16.9431611475432,15.397632811963225,15.397632811963225,-0.2630024233576615,-0.2630024233576615,-0.2630024233576615,-0.2293521017915456,-0.2293521017915456,-0.2293521017915456,-0.033650321566115866,-0.033650321566115866,-0.033650321566115866,0.0,0.0,0.0,15.134630388605563
2020-03-12,15.34996303070438,13.252805796878052,16.792351443770396,15.34996303070438,15.34996303070438,-0.31944511655276336,-0.31944511655276336,-0.31944511655276336,-0.21873664759076097,-0.21873664759076097,-0.21873664759076097,-0.10070846896200243,-0.10070846896200243,-0.10070846896200243,0.0,0.0,0.0,15.030517914151616
2020-03-13,15.302293249445555,13.315019897827389,16.73767542639361,15.302293249445555,15.302293249445555,-0.34717667764379384,-0.34717667764379384,-0.34717667764379384,-0.18066258325686763,-0.18066258325686763,-0.18066258325686763,-0.1665140943869262,-0.1665140943869262,-0.1665140943869262,0.0,0.0,0.0,14.95511657180176
2020-03-16,15.159283905669025,12.928188462152628,16.433437223554172,15.159283905669025,15.159283905669025,-0.553230729950751,-0.553230729950751,-0.553230729950751,-0.20123602232227686,-0.20123602232227686,-0.20123602232227686,-0.3519947076284742,-0.3519947076284742,-0.3519947076284742,0.0,0.0,0.0,14.606053175718273
2020-03-17,15.111614124410188,12.83748662157841,16.267178480849612,15.111614124410188,15.111614124410188,-0.5816124053294482,-0.5816124053294482,-0.5816124053294482,-0.1731466217226157,-0.1731466217226157,-0.1731466217226157,-0.4084657836068326,-0.4084657836068326,-0.4084657836068326,0.0,0.0,0.0,14.53000171908074
2020-03-18,15.063944343151341,12.468531970936645,16.1754650485989,15.063944343151341,15.063944343151341,-0.6909830504297793,-0.6909830504297793,-0.6909830504297793,-0.22935210179155166,-0.22935210179155166,-0.22935210179155166,-0.4616309486382274,-0.4616309486382274,-0.4616309486382274,0.0,0.0,0.0,14.372961292721563
2020-03-19,15.016274561892496,12.570001762689092,16.075761295336076,15.016274561892496,15.016274561892496,-0.7298923127193452,-0.7298923127193452,-0.7298923127193452,-0.218736647590585,-0.218736647590585,-0.218736647590585,-0.5111556651287603,-0.5111556651287603,-0.5111556651287603,0.0,0.0,0.0,14.286382249173151
2020-03-20,14.96860478063366,12.441403572956071,15.828322989797408,14.96860478063366,14.96860478063366,-0.7373993521237519,-0.7373993521237519,-0.7373993521237519,-0.18066258325909487,-0.18066258325909487,-0.18066258325909487,-0.556736768864657,-0.556736768864657,-0.556736768864657,0.0,0.0,0.0,14.231205428509908
